xAccl,yAccl,zAccl,xGyro,yGyro,zGyro,temp
-0.016759,-2.554613,7.410054,-0.421544,-0.321354,0.218632,30.31824
-1.980005,-2.676718,7.271191,0.366786,0.312294,-0.115511,30.45941
-0.799663,-4.213795,6.703765,-0.258602,-0.316824,0.104453,30.31824
-1.30484,-0.04549,9.787497,0.091663,0.197715,-0.123772,30.31824
-2.0231,-3.718195,3.533842,-0.13523,-0.207574,0.090064,30.27118
-0.998382,-0.514753,9.986216,0.20411,0.141758,-0.147354,30.31824
-2.276886,-3.821146,2.506729,-0.311894,-0.181194,0.115645,30.36529
-1.266533,-1.776498,8.74123,0.260867,0.223828,-0.147887,30.36529
-2.80361,-2.925715,4.316746,0.100057,-0.138028,-0.068081,30.31824
-0.232238,-0.026336,10.15381,-0.06555,0.088732,-0.023449,30.36529
-2.892196,-3.512294,2.82037,-0.008394,-0.088466,0.002931,30.36529
-0.287304,0.126893,10.09874,0.092729,0.128302,-0.100856,30.41235
-3.581726,-3.588908,2.300828,0.148953,0.102055,-0.022916,30.36529
-0.447716,0.636858,11.94228,-0.255937,-0.125104,-0.048629,30.41235
-2.875436,-2.336741,3.694253,0.17853,-0.040236,-0.136695,30.50647
0.696713,-0.354342,10.22564,-0.177997,-0.03504,0.080605,30.27118
-4.491522,-3.157952,4.333505,0.356394,0.170936,-0.201046,30.31824
0.395043,0.076614,9.859323,-0.063685,-0.021184,-0.023582,30.36529
-2.844312,-4.043807,3.093309,-0.280052,-0.195983,0.132832,30.36529
0.600945,-0.225055,11.09473,-0.062885,-0.038371,-0.071545,30.31824
-2.827552,-3.488352,3.825934,0.142291,-0.06555,-0.078606,30.36529
-0.40462,0.126893,10.52491,-0.106585,0.034107,0.00866,30.31824
-2.458845,-3.380613,2.906561,0.022649,-0.043034,0.025847,30.31824
0.349553,0.155623,11.31021,0.121907,0.054358,-0.09153,30.36529
-3.519476,-3.708618,2.614468,0.215701,0.114046,-0.010925,30.41235
0.445322,-0.423774,9.160215,-0.375446,-0.405423,0.087,30.27118
-2.284068,-2.604892,3.306392,0.357726,0.200247,-0.162009,30.45941
0.600945,-0.299275,10.53449,-0.220231,-0.105786,0.110982,30.31824
-2.901773,-3.325546,2.815581,0.196116,0.082337,-0.064084,30.36529
1.49877,0.349553,10.85292,-0.01319,-0.055824,-0.02638,30.41235
-3.28245,-3.1795,3.399766,0.363721,0.202911,-0.037305,30.41235
-0.234632,-0.835576,10.32619,-0.367319,-0.298305,0.071945,30.36529
-2.257732,-2.956839,2.839523,0.341472,0.147354,-0.123106,30.41235
0.814029,-0.718261,10.72602,-0.295907,-0.205043,0.201712,30.31824
-3.665523,-2.499547,2.983175,0.365853,0.2181,-0.053426,30.27118
1.522712,-1.450886,9.078813,-0.228492,-0.342138,0.125104,30.31824
-3.730166,-3.028665,4.177882,0.431936,0.331479,-0.06928,30.36529
-0.067038,0.043096,10.94629,-0.318556,-0.208374,-0.005196,30.27118
-2.58095,-2.183512,6.253655,0.507878,0.147887,-0.203577,30.27118
1.165976,-1.956063,7.326257,-0.405156,-0.331346,0.240083,30.36529
-4.168305,-1.312023,7.089231,0.48323,0.268328,-0.202112,30.31824
0.521936,-2.375048,7.553706,-0.345335,-0.363855,0.127769,30.41235
-3.277662,-2.276886,5.90889,0.451121,0.292443,-0.156946,30.27118
1.328782,-1.666364,6.691794,-0.411685,-0.390368,0.164274,30.31824
-2.322376,-0.349553,9.979033,0.364254,0.164407,-0.197049,30.36529
-2.063802,-3.409343,3.720589,-0.217433,-0.118176,0.080072,30.27118
1.649605,1.268927,12.00453,-0.145089,-0.085135,0.004663,30.41235
-3.964798,-3.670311,2.844312,0.266596,0.272724,-0.00493,30.45941
2.260126,0.287304,10.60392,-0.232489,-0.21277,0.123905,30.31824
-2.853889,-1.968034,3.05979,0.374247,0.081005,-0.13856,30.36529
1.364695,-1.620875,8.415619,-0.419412,-0.320021,0.228758,30.22412
-1.347936,-0.502782,9.773131,0.507211,0.258335,-0.127502,30.27118
-1.900996,-4.050989,5.044583,-0.290311,-0.183859,-0.002931,30.36529
-1.563414,-0.102951,9.397242,0.218233,0.24781,-0.125904,30.31824
-0.68953,-2.846706,5.41329,-0.154149,-0.327482,0.146954,30.36529
-0.581791,0.328006,10.34535,0.050894,0.037438,-0.107118,30.36529
-2.990358,-3.845088,3.591303,-0.044233,-0.115511,0.124971,30.31824
1.84593,-0.102951,11.46104,0.15668,0.075409,-0.036772,30.36529
-1.891419,-4.458004,3.916914,-0.176265,-0.122173,-0.068481,30.36529
-0.797269,0.107739,10.10353,0.093129,0.219965,-0.081404,30.31824
-1.144428,-3.236961,4.113238,-0.014655,-0.227559,0.106985,30.36529
-0.6608,-0.507571,9.318234,0.134164,0.120308,-0.140959,30.41235
-1.814805,-3.653552,3.890578,-0.194118,-0.202911,0.180395,30.31824
1.472434,-0.134075,11.20247,0.273524,0.181328,-0.077274,30.36529
-0.459687,-2.798822,7.805098,-0.447124,-0.335077,0.09526,30.31824
-3.277662,-1.429338,5.477933,0.26926,0.418746,-0.149352,30.36529
0.009577,-3.019088,5.154716,-0.10472,-0.342138,0.156147,30.36529
-0.21069,0.356736,9.830592,-0.02145,0.054758,-0.082737,30.31824
-0.775721,-3.306392,4.237737,-0.282184,-0.268328,0.204776,30.36529
0.720655,0.201113,10.18254,0.399294,0.232355,-0.100723,30.31824
-2.822764,-3.414132,4.103662,-0.328948,-0.262332,-0.004397,30.36529
-2.944868,-1.144428,8.379706,0.268061,0.29524,-0.137228,30.36529
-0.344765,-2.061408,6.026206,-0.189055,-0.399694,0.180528,30.31824
-0.912191,-0.847547,9.397242,0.113513,0.066882,-0.110715,30.45941
-2.794033,-3.303998,4.446033,-0.208507,-0.215435,0.119375,30.36529
1.537078,0.253785,11.27908,0.25607,0.097126,-0.0874,30.41235
-3.361459,-2.997541,3.677494,-0.129368,-0.173867,-0.022783,30.36529
-1.802834,0.560243,9.497798,0.085534,0.200779,-0.07421,30.27118
-0.926556,-3.107674,4.805163,-0.113113,-0.266995,0.163208,30.31824
-1.656788,-1.836353,9.967062,0.274456,0.097259,-0.158012,30.36529
-1.316811,-4.058172,4.000711,-0.318556,-0.229824,0.177064,30.31824
0.579397,0.385467,12.19367,0.037172,-0.006395,-0.103387,30.31824
-3.119645,-3.576937,4.264073,0.047697,-0.142557,-0.074609,30.36529
-1.237802,0.064643,9.576807,-0.026779,0.108583,-0.050095,30.41235
-3.821146,-2.954445,3.797204,0.238617,0.118842,-0.063818,30.27118
0.584185,-0.026336,10.26634,-0.051827,-0.105119,0.023582,30.27118
-4.072537,-3.967192,3.145981,0.206642,0.112714,0.016787,30.41235
1.482011,0.25618,12.16973,-0.225294,-0.11711,0.044899,30.36529
-1.991976,-3.315969,3.462016,0.051694,-0.149752,0.071145,30.31824
-0.366313,0.067038,11.33176,0.163208,0.112447,-0.0866,30.27118
-0.648829,-3.392584,4.989516,-0.112714,-0.166806,0.180528,30.36529
-2.051831,-1.005565,10.34535,0.326683,0.078473,-0.109516,30.31824
-2.647987,-3.541024,4.800375,-0.262998,-0.158279,0.069147,30.27118
-0.040701,1.005565,11.73398,-0.206375,-0.024648,-0.033041,30.36529
-2.825158,-3.598485,3.921702,0.171069,-0.123239,0.014389,30.31824
0.893037,0.351948,10.34056,0.012391,-0.046498,-0.019052,30.27118
-1.707066,-3.402161,3.222595,-0.059821,-0.020118,0.089265,30.31824
2.303222,0.105345,10.9846,-0.121907,-0.154282,0.109516,30.41235
-2.319981,-1.616086,3.605668,0.520135,0.133498,-0.187989,30.36529
0.933739,-0.411803,9.976639,-0.475902,-0.292176,0.207841,30.41235
-4.302381,-1.460463,5.286397,0.511608,0.214369,-0.078207,30.36529
0.35913,-1.312023,8.008605,-0.32615,-0.203577,0.137894,30.36529
-4.01747,-3.117251,3.394978,0.301103,0.206242,-0.023449,30.31824
0.411803,-1.228225,9.619903,-0.43127,-0.405822,0.174799,30.36529
-1.795651,-1.218649,5.403713,0.496686,0.148153,-0.197715,30.36529
-0.07422,-3.057395,6.244078,-0.422077,-0.33894,0.215035,30.22412
-2.647987,-0.682348,9.557653,0.488959,0.217833,-0.173867,30.36529
-1.273715,-2.956839,6.315904,-0.275256,-0.33441,0.105253,30.31824
-2.806004,-1.762132,8.190564,0.429671,0.254072,-0.180795,30.36529
1.455675,-0.426168,8.978256,-0.349732,-0.436466,0.2606,30.36529
-2.327164,-0.098162,8.554482,0.340406,0.203711,-0.142158,30.41235
-2.794033,-3.574543,3.284845,-0.079006,-0.0441,0.030776,30.36529
-0.526724,0.703895,12.35408,-0.002665,0.020784,-0.0441,30.36529
-2.89459,-3.77805,4.144363,0.119109,-0.210106,0.072478,30.31824
0.493206,-0.023942,10.18493,0.051694,0.035706,-0.077274,30.45941
-1.063026,-3.385401,4.158728,-0.187323,-0.114979,0.158812,30.31824
-1.865083,0.13647,8.214506,0.523332,0.193718,-0.118309,30.22412
-1.66397,-3.136404,6.234501,-0.428205,-0.27379,0.101522,30.36529
-1.790863,-0.521936,7.484274,0.249142,0.384372,-0.130833,30.31824
0.248997,-2.456451,6.327875,-0.186124,-0.408354,0.170936,30.36529
-1.587356,0.016759,10.4459,0.28658,0.077008,-0.148953,30.36529
-3.375824,-3.878607,4.266468,-0.001998,-0.055424,0.033708,30.41235
1.096544,0.055067,11.67652,-0.266862,-0.269394,0.083403,30.36529
-2.952051,-2.075773,3.320758,0.382374,0.065283,-0.160677,30.22412
-0.905008,0.4956,12.07635,-0.075276,0.040369,-0.027312,30.31824
-3.22499,-3.55539,3.172317,0.014789,-0.081005,0.038237,30.36529
-0.220267,-0.648829,9.995792,0.083669,0.027712,-0.086467,30.31824
-3.481169,-3.574543,2.815581,-0.132299,-0.128968,0.12124,30.27118
0.02873,-0.373495,10.88404,0.12657,0.036772,-0.110982,30.27118
-2.298434,-4.249708,4.070143,-0.040902,-0.154815,-0.022383,30.22412
-0.849942,0.179565,10.13226,0.059288,0.1299,-0.080205,30.36529
-1.865083,-3.667917,3.308787,-0.120708,-0.168804,0.096859,30.36529
-1.326388,-0.560243,10.0317,0.22596,0.090331,-0.138161,30.22412
-3.203442,-3.306392,2.636016,-0.300303,-0.16081,0.098724,30.36529
0.52433,0.6608,11.61906,-0.046364,-0.06102,-0.038637,30.31824
-2.664747,-3.260903,3.995923,0.131899,-0.096593,-0.031176,30.41235
-0.500388,0.098162,11.08276,-0.023449,0.06555,-0.057423,30.36529
-3.129222,-3.655946,3.167529,0.044366,0.005329,0.006528,30.31824
-2.138022,-0.4956,10.74518,0.343603,0.088466,-0.172934,30.36529
-3.457227,-3.651158,2.492364,-0.132299,-0.017453,0.051028,30.27118
2.173935,0.682348,12.24874,-0.333611,-0.10885,0.035573,30.31824
-3.383007,-2.116474,4.209007,0.562769,0.132965,-0.096726,30.36529
1.058237,-0.596156,9.607931,-0.341738,-0.249409,0.191587,30.31824
-3.713407,-2.60968,5.011064,0.433668,0.155348,-0.108317,30.41235
2.48997,-0.56982,9.574412,-0.154149,-0.227825,0.155747,30.45941
-3.888184,-3.258508,4.668694,0.424874,0.154948,-0.060887,30.31824
0.380678,-1.810017,8.00621,-0.545182,-0.360524,0.170802,30.45941
-3.993528,-1.312023,7.426814,0.487227,0.235819,-0.193851,30.36529
-2.621651,-3.55539,5.650316,-0.223695,-0.259934,0.042634,30.31824
0.323217,-0.105345,10.69011,-0.089931,0.156147,-0.019718,30.27118
-2.341529,-3.227384,3.646369,0.023982,-0.127369,0.043433,30.41235
0.775721,-0.023942,9.967062,0.096859,0.012923,-0.053825,30.31824
-3.368642,-3.8403,3.548207,-0.075675,-0.104054,0.105519,30.36529
1.412579,-0.538695,11.67652,-0.103654,-0.143623,0.057822,30.41235
-2.832341,-2.925715,2.499547,0.316824,0.049029,-0.122573,30.36529
0.325611,-0.512359,12.27747,-0.148686,-0.068881,0.071279,30.36529
-4.405331,-2.41575,3.155558,0.096726,-0.015322,-0.013723,30.31824
1.012747,0.493206,9.701305,-0.074743,-0.05156,0.026113,30.45941
-3.722984,-3.323152,3.301604,0.012257,-0.077274,0.018119,30.36529
1.290475,0.600945,12.13621,0.034907,-0.135763,0.033041,30.27118
-3.287239,-3.069367,3.541024,0.094994,-0.054092,-0.123372,30.36529
-0.354342,-0.232238,11.69807,-0.043966,0.001466,0.057289,30.31824
-3.940856,-3.035848,4.120421,0.020784,-0.174266,0.020784,30.31824
1.101333,0.567426,10.07959,0.146421,0.03464,-0.061686,30.36529
-4.156334,-3.356671,3.473987,-0.10845,-0.16494,0.079806,30.41235
1.577779,0.54109,12.25831,0.137628,0.032642,-0.056224,30.45941
-2.686294,-3.392584,4.450821,-0.032375,-0.172534,-0.043167,30.36529
-0.943315,0.114922,10.57279,0.007194,0.132032,-0.014256,30.41235
-1.616086,-2.255338,7.065289,-0.159078,-0.488692,0.136162,30.27118
-1.855506,-1.403002,7.802703,0.339873,0.183859,-0.192119,30.41235
-0.94571,-3.368642,6.385336,-0.335743,-0.414482,0.219698,30.31824
0.215478,-0.122104,9.411607,0.406755,0.29564,-0.145489,30.27118
-0.857124,-3.517082,7.845799,-0.288712,-0.399694,0.078074,30.31824
-2.521094,-0.864307,6.639122,0.303368,0.328415,-0.14762,30.36529
-0.488417,-2.032677,8.446744,-0.17893,-0.584752,0.193319,30.36529
-2.272097,-1.683124,6.232107,0.40942,0.221697,-0.184792,30.31824
-2.140416,-3.6751,5.104438,-0.267528,-0.318556,0.172934,30.36529
1.022324,0.646435,11.90397,0.100856,0.017054,0.045698,30.41235
-3.153164,-3.198653,3.986346,0.303234,0.051427,-0.124704,30.36529
1.33357,-0.442927,10.22085,-0.301636,-0.319888,0.314159,30.27118
-3.469198,-3.004723,3.318364,0.350531,0.324551,-0.100856,30.31824
2.018312,-0.811634,9.476251,-0.215035,-0.226893,0.127236,30.41235
-3.643975,-3.25372,3.560178,0.278453,0.206109,-0.070213,30.36529
0.141258,-2.27928,8.106767,-0.278054,-0.480698,0.224628,30.31824
-2.851494,-1.18513,6.576872,0.437665,0.232089,-0.157746,30.36529
0.976834,-1.66397,9.775525,-0.389435,-0.402492,0.214636,30.27118
-3.22499,-2.662352,4.601656,0.399028,0.357992,-0.180262,30.41235
0.696713,-1.613692,9.92636,-0.142824,-0.431136,0.140026,30.36529
-2.920926,-2.492364,4.039018,0.354395,0.280185,-0.136029,30.31824
0.723049,-1.278504,9.739613,-0.359591,-0.44859,0.127502,30.31824
-2.681506,-1.707066,6.251261,0.517204,0.139893,-0.234087,30.17706
1.472434,-0.76375,10.13705,-0.339873,-0.382374,0.23502,30.31824
-4.340688,-2.930503,4.046201,0.308697,0.305366,-0.217167,30.36529
1.309628,-0.579397,9.993398,-0.232755,-0.338008,0.108051,30.36529
-3.426103,-2.896984,3.066972,0.314825,0.244613,-0.128835,30.31824
1.39582,0.512359,10.44351,-0.324951,-0.398628,0.10392,30.36529
-2.961628,-2.676718,4.970363,0.385305,0.134564,-0.215435,30.41235
1.587356,-1.21386,9.167398,-0.289112,-0.318289,0.219299,30.36529
-2.911349,-2.983175,3.5099,0.16534,-0.015855,-0.139626,30.36529
0.624887,0.70629,10.78827,0.00373,-0.037704,-0.027046,30.31824
-2.786851,-3.557784,1.989582,-0.028511,0.060487,-0.069946,30.41235
0.287304,0.071826,11.1498,-0.382107,-0.284449,0.028911,30.36529
-2.382231,-1.975216,6.943185,0.511741,0.132965,-0.268594,30.31824
-1.721431,-3.387795,5.585672,-0.401426,-0.353063,0.177064,30.36529
-1.046266,0.347159,8.927979,0.23915,0.232489,-0.137495,30.27118
-2.873042,-2.674323,4.192247,0.009593,-0.151884,-0.026646,30.41235
-2.288857,-0.11971,7.582437,0.203444,0.329348,-0.129634,30.27118
-2.705448,-2.552219,3.406949,-0.113779,-0.111781,0.009193,30.31824
0.052672,0.909797,11.75314,0.145755,0.043567,-0.09979,30.31824
-3.521871,-2.880225,2.003947,0.090597,0.101922,-0.051427,30.36529
0.878672,1.000776,12.65096,-0.144023,-0.180528,-0.015188,30.41235
-2.973599,-2.298434,3.205836,0.355328,0.143224,-0.163342,30.27118
0.943315,-0.306458,11.20965,-0.15255,-0.276988,0.171868,30.45941
-3.663129,-3.49314,3.636792,0.022383,0.019718,-0.146688,30.41235
1.283292,-0.646435,10.79306,-0.141092,-0.290577,0.106851,30.27118
-3.306392,-3.122039,2.23379,0.157213,0.23009,-0.120841,30.41235
1.144428,-1.113304,8.688558,-0.310828,-0.547847,0.136562,30.27118
-2.679112,-2.226608,4.39336,0.415282,0.200913,-0.236885,30.27118
1.343147,-1.726219,10.40999,-0.272991,-0.431802,0.221963,30.41235
-2.868254,-2.432509,4.39336,0.397829,0.342404,-0.207574,30.27118
1.347936,-1.640028,9.49301,-0.188922,-0.319888,0.144956,30.36529
-3.098097,-2.772486,3.787627,0.307364,0.272858,-0.099391,30.31824
0.459687,-1.879448,10.41478,-0.282184,-0.470306,0.228891,30.36529
-2.664747,-2.5187,4.786009,0.390501,0.299237,-0.15628,30.31824
0.936133,-1.742979,9.004593,-0.344403,-0.42634,0.255937,30.31824
-0.646435,-1.824382,7.989451,0.278187,0.353463,-0.12657,30.36529
-1.805228,-3.646369,6.007052,-0.181594,-0.319489,0.117243,30.41235
-1.520318,-0.126893,7.45315,0.194784,0.38264,-0.133631,30.36529
-0.497994,-1.805228,8.389283,-0.246345,-0.539187,0.207708,30.36529
-1.802834,-2.169147,5.774815,0.334943,0.317357,-0.176531,30.31824
0.148441,-2.813187,8.204929,-0.284315,-0.472305,0.232222,30.36529
-2.078167,-1.853112,7.623138,0.394631,0.345469,-0.140692,30.36529
-1.328782,-3.562572,7.489063,-0.230224,-0.433534,0.141625,30.41235
-2.657564,-1.027112,8.236053,0.346401,0.367985,-0.17027,30.27118
-1.587356,-2.657564,7.450756,-0.2177,-0.499484,0.169337,30.41235
-1.37906,0.402226,9.394848,0.299237,0.185724,-0.166806,30.27118
-0.766145,-4.127604,6.196194,-0.249009,-0.3039,0.202778,30.27118
-0.885855,-0.469264,8.475474,0.323352,0.31709,-0.105386,30.31824
-2.590526,-4.165911,5.997475,-0.19172,-0.301902,0.035839,30.36529
0.438139,-0.373495,10.95347,0.06475,0.242881,-0.043833,30.36529
-3.998317,-2.583344,3.040636,0.124305,0.044366,-0.034374,30.41235
0.490811,-2.097321,9.885659,-0.184525,-0.293775,0.175199,30.36529
-3.766079,-3.019088,3.892972,0.372115,0.385971,-0.147887,30.41235
-1.027112,-2.667141,7.888895,-0.217966,-0.454985,0.154948,30.31824
-1.975216,0.059855,9.308656,0.223162,0.143623,-0.13483,30.36529
-3.995923,-2.777274,3.734955,0.226893,0.12244,-0.129368,30.31824
0.174777,-0.782904,11.96861,-0.108583,-0.358525,0.147087,30.36529
-2.961628,-2.185906,2.624045,0.256737,0.113913,-0.158412,30.45941
0.469264,-0.248997,11.59991,-0.166406,-0.179862,0.199447,30.36529
-2.928109,-3.545813,2.770091,0.216767,0.164541,-0.076874,30.36529
1.592144,-0.198719,9.952697,-0.103654,-0.156547,0.139626,30.41235
-3.775656,-3.835511,1.848324,0.021051,0.199314,-0.020251,30.41235
1.417367,0.371101,11.83693,0.037971,-0.172534,0.136562,30.36529
-2.8491,-2.389413,2.853889,0.144556,0.036505,-0.093262,30.31824
0.907402,0.407014,11.53287,-0.165606,-0.154681,0.168138,30.45941
-4.043807,-2.899378,3.797204,0.234753,-0.023182,-0.069813,30.27118
0.553061,0.366313,10.72842,-0.082204,-0.016787,0.099124,30.31824
-4.146757,-2.509123,3.873818,0.264064,0.14762,-0.118842,30.36529
1.070208,-0.586579,10.98699,-0.025314,-0.323485,0.171469,30.41235
-3.100491,-2.461239,3.596091,0.310029,0.128701,-0.125637,30.31824
0.37589,-1.328782,12.03326,-0.331213,-0.267928,0.090597,30.45941
-2.801216,-2.379837,2.944868,0.371582,0.129368,-0.09113,30.31824
0.794875,-0.395043,11.6837,-0.038504,-0.218766,0.184792,30.31824
-3.361459,-3.907337,2.841918,0.173334,0.242881,-0.028245,30.36529
1.807622,0.062249,10.84334,-0.021051,-0.244479,0.167205,30.41235
-4.19943,-2.928109,3.213019,0.329081,0.09153,-0.045165,30.36529
2.018312,2.126051,11.77708,-0.121107,-0.232755,0.07381,30.27118
-2.964022,-2.607286,3.411737,0.266063,0.033041,-0.101922,30.36529
0.802058,0.158017,9.844957,-0.073277,-0.119508,0.165074,30.27118
-3.916914,-2.810793,3.691859,0.254205,0.294175,-0.259534,30.31824
0.768539,-0.742203,9.756372,-0.179063,-0.299104,0.129501,30.31824
-2.736573,-2.834735,2.360683,0.237285,0.213303,-0.152816,30.27118
-0.426168,-2.449268,7.551312,-0.280851,-0.536389,0.208107,30.31824
-2.269703,-2.073379,5.901707,0.349998,0.320421,-0.217433,30.36529
0.342371,-3.143587,7.520187,-0.33481,-0.392766,0.213836,30.27118
-1.812411,-1.778892,7.484274,0.433668,0.305233,-0.115911,30.41235
-1.374272,-4.000711,6.976704,-0.263931,-0.364654,0.115645,30.27118
-3.608062,-0.162806,8.341399,0.26926,0.332412,-0.134963,30.41235
-0.802058,-1.637634,10.08677,-0.206775,-0.45645,0.199714,30.31824
-2.554613,-1.374272,7.400477,0.37438,0.268727,-0.207308,30.27118
0.893037,-1.707066,8.884883,-0.333744,-0.359058,0.286447,30.41235
-2.485181,-0.584185,5.386954,0.361323,0.362655,-0.131499,30.27118
-0.265756,-3.320758,8.458715,-0.314026,-0.429538,0.181328,30.36529
-3.928885,-0.337582,6.385336,0.220764,0.36945,-0.144423,30.41235
-1.446098,-3.110068,5.702989,-0.118842,-0.357593,0.157213,30.27118
0.251391,0.296881,10.52491,0.023848,0.106851,-0.047031,30.41235
-3.761291,-3.035848,2.782062,0.026779,0.073011,-0.029044,30.36529
0.577003,0.263362,10.56801,0.031309,-0.084602,0.092329,30.36529
-3.361459,-3.220201,3.560178,0.113113,-0.05236,-0.092596,30.41235
-0.356736,0.100556,13.91031,-0.058355,-0.152816,0.00493,30.31824
-3.505111,-2.592921,4.343082,0.45232,0.119775,-0.125237,30.36529
-2.116474,-3.579332,6.933608,-0.339606,-0.381308,0.140026,30.31824
-2.86586,-0.153229,10.04368,0.314293,0.30017,-0.172668,30.36529
0.411803,-2.111686,8.212111,-0.179862,-0.348666,0.236752,30.45941
-2.214637,-2.339135,5.98311,0.432069,0.264331,-0.177464,30.31824
1.671153,-2.169147,7.850587,-0.399294,-0.416881,0.265263,30.36529
-2.791639,-0.332794,6.71813,0.433668,0.266862,-0.174133,30.41235
-0.390255,-3.306392,7.278373,-0.398894,-0.367718,0.163608,30.31824
-2.949657,-0.840365,7.951144,0.413017,0.33934,-0.255271,30.36529
-0.995988,-3.184288,6.873753,-0.189455,-0.359591,0.101789,30.41235
-2.5187,-1.108515,6.500258,0.244746,0.312294,-0.160277,30.36529
-2.736573,-3.280056,4.161122,-0.079939,-0.203044,-0.048363,30.36529
-0.967258,-0.081403,9.564836,0.155614,0.170936,-0.118576,30.41235
-0.770933,-3.773262,6.002264,-0.315625,-0.409819,0.196516,30.36529
-0.64404,-1.072602,9.143456,0.389168,0.314026,-0.117643,30.31824
-2.0231,-4.235343,5.705383,-0.279519,-0.358659,0.102721,30.36529
-2.066196,-0.117316,9.605537,0.099124,0.232888,-0.097659,30.36529
-4.036624,-2.750938,4.177882,0.059155,-0.125371,-0.034507,30.41235
0.651223,-0.033519,10.19451,-0.206375,-0.129634,0.122972,30.36529
-3.624821,-3.459621,3.112462,0.193585,0.114179,-0.064217,30.36529
0.057461,-2.20506,10.35013,-0.240482,-0.446591,0.181861,30.41235
-1.790863,-2.154782,4.762067,0.367718,0.158279,-0.219698,30.45941
0.885855,0.112527,11.67173,-0.281784,-0.332545,0.245678,30.31824
-3.181894,-0.629675,6.186617,0.468175,0.31789,-0.1311,30.31824
-0.158017,-3.05979,8.896853,-0.359991,-0.377977,0.195983,30.36529
-3.737349,-0.428562,6.045359,0.224761,0.37438,-0.143357,30.31824
-0.174777,-1.90339,9.23683,-0.152283,-0.417547,0.161476,30.27118
-2.202666,-2.231396,6.665458,0.491357,0.191853,-0.192119,30.45941
1.00317,0.009577,12.29423,-0.288579,-0.274989,0.141758,30.41235
-2.791639,-3.198653,3.122039,0.415015,0.105652,-0.094194,30.36529
0.792481,0.160412,10.05565,-0.182926,-0.140026,0.159345,30.27118
-3.61285,-2.181118,3.517082,0.253806,0.141225,-0.163208,30.31824
1.434127,0.59855,10.6949,-0.07421,-0.240616,0.097126,30.36529
-4.003105,-3.411737,2.652776,0.219432,0.195051,-0.078473,30.31824
-0.703895,-0.414197,11.5185,-0.334277,-0.201312,0.003464,30.45941
-2.863465,-3.169923,3.801992,0.26926,0.039703,-0.149352,30.36529
0.897826,-0.984017,10.55125,-0.239816,-0.380375,0.240083,30.31824
-3.045424,-2.013524,6.983886,0.54425,0.316557,-0.188655,30.45941
